id	CASE	MEM	COUNTY	PLAINTIFF1	P1_RES	P1_COUNTY	GRIDX_P	GRIDY_P	P1_OCCUP	PLAINTIFF2	P2_RES	P2_COUNTY	P2_OCCUP	DEFENDANT	D_RES	D_COUNTY	GRIDX_D	GRIDY_D	D_OCCUP	VALUE	CONTENT	P_TYPE	P_GROUP	P_SUBCAT	D_TYPE	D_GROUP	D_SUBCAT
138.00	89.00	274	ESSEX	WOKYNDON JOANNA DE			0.00	0.00	WIDOW					HANDLO THOS	VANGE	ESSEX	571500.00	186700.00		200.00		L	M_STATUS				
139.00	89.00	274	ESSEX	WOKYNDON JOANNA DE			0.00	0.00	WIDOW					ROKESWELLE JOHN FIL WM DE			0.00	0.00		200.00		L	M_STATUS				
140.00	90.00	281	YORKS	GOUK JOHN EXECS OF	ADLINGFLEET	YORKS	484300.00	421000.00						RODNESSE STEPHEN DE			0.00	0.00		30.00							
141.00	91.00	286	YORKS	SANE GALF DE	NORTH CAVE	YORKS	489700.00	432800.00	PARSON ECC					CONESTALDE ROB LE	FLAMBOROUGH	YORKS	522600.00	470200.00		13.33		E	LANDED				
142.00	92.00	287	BERKS	ROTHYNG RIC DE	LONDON	LONDON	531100.00	181700.00	VINTNER					STANSTEDE ROGER DE			0.00	0.00		4.67		L	M&CRAFT	DRINK			
143.00	93.00	287	MIDDX	THENTOFT WM DE			0.00	0.00						S.JOHN OF JERUSALEM, ENG PRIOR			0.00	0.00		12.50							
144.00	94.00	292	HERTS	CRUCE ROESIE JOHN PRIOR OF	ROYSTON	HERTS	535000.00	241000.00	PRIOR ECC					KYRKEBY JOHN LE	ROYSTON	HERTS	535000.00	241000.00		20.00		E	LANDED				
145.00	95.00	294	YORKS	MARTYN JOHN	THWING	YORKS	504900.00	470200.00						CONSIL JOHN DE	BEVERLEY	YORKS	503300.00	439600.00	MERCHANT	24.00					L	M&CRAFT	MERCHANTS
146.00	96.00	294	YORKS	BURGHBRIGGE ROB DE EXECS OF	YORK	YORKS	460300.00	451200.00						TOURNAY JOHN			0.00	0.00	CHIVALIER	5.78					L	LANDED	GENTRY
147.00	97.00	298	YORKS	KAYTON THOS DE	HELPERTHORPE	YORKS	495200.00	470300.00						WODEHOUSE ADAM DE			0.00	0.00		8.00							
148.00	97.00	298	YORKS	KAYTON THOS DE	HELPERTHORPE	YORKS	495200.00	470300.00						WODKOK JOHN	WESTOW	YORKS	486300.00	465900.00		8.00							
149.00	98.00	298	YORKS	LEKER ROB LE	BAWTRY	YORKS	465300.00	393000.00	MERCHANT					PIRNYNALL THOS DE SEN			0.00	0.00		89.52		L	M&CRAFT	MERCHANTS			
150.00	99.00	303	BERKS	SAPY ROB DE			0.00	0.00	CHIVALIER					COKE THOS	LONDON	LONDON	531100.00	181700.00	DRAPER	100.00		L	LANDED	GENTRY	L	M&CRAFT	TEXTILE DISTRIB
151.00	100.00	310	YORKS	S MARY ABBOT OF	YORK	YORKS	460300.00	451200.00	ABBOT ECC					MEYNULL NIC DE EXECS OF			0.00	0.00		4.67		E	LANDED				
152.00	101.00	315	BUCKS	CHILTERNE EDM DE			0.00	0.00						GRANE JOHN DE LA	BEACONSFIELD	BUCKS	494500.00	190000.00		3.00							
153.00	102.00	316	SURREY	OXON' JOHN DE			0.00	0.00	CLERK					GILES	FARLEIGH	SURREY	537200.00	160100.00	VICAR ECC	5.00		L	OFF&PROF		E	LANDED	
154.00	103.00	317	KENT	JESKYN WALT	COBHAM	KENT	567350.00	168360.00						WYLDEBOR' ROB & THOS			0.00	0.00		45.00							
155.00	104.00	324	STAFFS	HILLAR' ROGER FIL WM			0.00	0.00						NORTHFELD WALTER DE	FORTON	STAFFS	375400.00	321200.00	PARSON ECC	17.00					E	LANDED	
156.00	105.00	326	ESSEX	COKERER WM			0.00	0.00	CHIVALIER					S MARY COLNE PRIOR OF	EARLS COLNE	ESSEX	586100.00	228900.00	PRIOR ECC	22.00		L	LANDED	GENTRY	E	LANDED	
157.00	106.00	326	ESSEX	PINSAQUEL DE GENE JOHN	LONDON	LONDON	531100.00	181700.00	CITIZEN					NORTHTOFT JOHN DE			0.00	0.00	CHIVALIER	50.00		L	M_URBAN		L	LANDED	GENTRY
158.00	107.00	327	ESSEX	MOIGNE WM LE	RAYLEIGH	ESSEX	580900.00	190900.00						ROEK' JOHN DE			0.00	0.00		10.00							
159.00	108.00	332	YORKS	LUMINOUR JOHN LE	YORK	YORKS	460300.00	451200.00						NASSYNGTON M ROB DE	SKELTON ambig	YORKS	0.00	0.00	PARSON ECC	16.67					E	LANDED	
160.00	109.00	332	YORKS	BURGH ROG FIL MATHEI DE EXECS			0.00	0.00						HOLM JOHN DE	BURTON IN LONSDALE	YORKS	365200.00	472200.00		14.67							
161.00	110.00	336	STAFFS	CHAUNDOS ED DE			0.00	0.00						FORESTER JOHN LE	MERDELEGH unident		0.00	0.00		8.00							
162.00	111.00	344	BEDS	SOK THOS LE			0.00	0.00						S LEONARDS MASTER OF	BEDFORD	BEDS	504900.00	249700.00		4.00							
163.00	112.00	344	BUCKS	BERNARD ROB FITZ	LECKHAMPSTEAD	BUCKS	472600.00	238000.00	PARSON ECC					CHASTILON ROB DE	LECKHAMPSTEAD	BUCKS	472600.00	238000.00		14.67		E	LANDED				
164.00	113.00	347	ESSEX	SPORIN ROB	SUNDON	BEDS	504800.00	226900.00	CHAPLAIN ECC					BEHERDE RIC	WOODHAM WALTER	ESSEX	580900.00	206800.00		12.00		E	LANDED				
165.00	113.00	347	ESSEX	SPORIN ROB	SUNDON	BEDS	504800.00	226900.00	CHAPLAIN ECC					HERDE WALTER LE	LITTLE BADDOW	ESSEX	576400.00	208100.00		12.00		E	LANDED				
166.00	113.00	347	ESSEX	SPORIN ROB	SUNDON	BEDS	504800.00	226900.00	CHAPLAIN ECC					HOLE ROB ATTE	WOODHAM WALTER	ESSEX	580900.00	206800.00		12.00		E	LANDED				
167.00	114.00	347	ESSEX	CLERK JOHN LE EXECS OF	THRIPLOW	CAMBS	544200.00	247000.00						PEAEWORTH ANDREW DE EXECS OF	BISHOPS STORTFORD	HERTS	548600.00	221300.00		141.30							
168.00	115.00	352	KENT	REYNHAM RIC DE	LONDON	LONDON	531100.00	181700.00	CORNMONGER					S DIONSIO JOHN DE	ROCHESTER	KENT	574460.00	168190.00		40.00		L	M&CRAFT	FOOD			
169.00	116.00	353	STAFFS	LONGEFORD NIC DE			0.00	0.00						SHAWE RIC DE LA	ALTON	STAFFS	407300.00	342300.00		26.67							
170.00	117.00	360	KENT	CHRIST CHURCH PRIOR OF	CANTERBURY	KENT	615079.00	157510.00	PRIOR ECC					PONTYN WM	SEVENOAKS	KENT	552480.00	155190.00		6.33		E	LANDED				
171.00	117.00	360	KENT	CHRIST CHURCH PRIOR OF	CANTERBURY	KENT	615079.00	157510.00	PRIOR ECC					BERE HENRY FIL HUGH DE			0.00	0.00		3.00		E	LANDED				
172.00	117.00	360	KENT	CHRIST CHURCH PRIOR OF	CANTERBURY	KENT	615079.00	157510.00	PRIOR ECC					COLDECOTE THOS FIL WALT DE			0.00	0.00		11.00		E	LANDED				
173.00	117.00	360	KENT	CHRIST CHURCH PRIOR OF	CANTERBURY	KENT	615079.00	157510.00	PRIOR ECC					GERNEYS MARTIN	MERSTON	KENT	569000.00	171000.00		5.00		E	LANDED				
174.00	117.00	360	KENT	CHRIST CHURCH PRIOR OF	CANTERBURY	KENT	615079.00	157510.00	PRIOR ECC					GARBARGE JOHN	CANTERBURY	KENT	615079.00	157510.00		5.00		E	LANDED				
175.00	117.00	360	KENT	CHRIST CHURCH PRIOR OF	CANTERBURY	KENT	615079.00	157510.00	PRIOR ECC					PAYABLE JOHN	CANTERBURY	KENT	615079.00	157510.00		5.00		E	LANDED				
176.00	117.00	360	KENT	CHRIST CHURCH PRIOR OF	CANTERBURY	KENT	615079.00	157510.00	PRIOR ECC					BERTELOT SIMON	CANTERBURY	KENT	615079.00	157510.00		3.33		E	LANDED				
177.00	118.00	366	YORKS	ODE THOS	MOSELEY GRANGE IN CAMPSALL	YORKS	454400.00	414100.00						BOTELLER WM LE	SKELBROOKE	YORKS	450000.00	412000.00		5.17							
178.00	119.00	366	YORKS	CLERENSBENS JOHN	CROFT	YORKS	428800.00	509800.00						THWENG GALVAN DE	LYTHAM	LANCS	335000.00	427000.00	PARSON ECC	13.33					E	LANDED	
179.00	119.00	366	YORKS	CLERENSBENS JOHN	CROFT	YORKS	428800.00	509800.00						BRETON JOHN			0.00	0.00		13.33							
180.00	119.00	366	YORKS	CLERENSBENS JOHN	CROFT	YORKS	428800.00	509800.00						APPELBY WM DE			0.00	0.00		13.33							
181.00	120.00	368	ESSEX	STOKE PRIOR OF	STOKE-BY-CLARE	SUFFOLK	574100.00	243300.00	PRIOR ECC					COLCHESTER WM DE	THAXTED	ESSEX	561000.00	231000.00	VICAR ECC	50.00		E	LANDED		E	LANDED	
182.00	120.00	368	ESSEX	STOKE PRIOR OF	STOKE-BY-CLARE	SUFFOLK	574100.00	243300.00	PRIOR ECC					PANSILUS WALTER			0.00	0.00	CHAPLAIN ECC	50.00		E	LANDED		E	LANDED	
183.00	120.00	368	ESSEX	STOKE PRIOR OF	STOKE-BY-CLARE	SUFFOLK	574100.00	243300.00	PRIOR ECC					SANTER WM			0.00	0.00		50.00		E	LANDED				
184.00	120.00	368	ESSEX	STOKE PRIOR OF	STOKE-BY-CLARE	SUFFOLK	574100.00	243300.00	PRIOR ECC					VENOUR WM LE			0.00	0.00		50.00		E	LANDED				
185.00	120.00	368	ESSEX	STOKE PRIOR OF	STOKE-BY-CLARE	SUFFOLK	574100.00	243300.00	PRIOR ECC					BALSHAM WM DE			0.00	0.00		50.00		E	LANDED				
186.00	121.00	371	MIDDX	HOSPITAL S MARY BPSGATE PRIOR	LONDON	LONDON	531100.00	181700.00	PRIOR ECC					HALIWELL PRIORESS OF	LONDON SUBURB	MIDDX	532000.00	182000.00	PRIORESS ECC	30.00		E	LANDED		E	LANDED	
187.00	122.00	373	LONDON	SALOP GALF DE	LONDON	LONDON	531100.00	181700.00	SKINNER					BELLO CAMPO WM DE			0.00	0.00		10.00		L	M&CRAFT	LEATHER & SKINS			
188.00	123.00	373	LONDON	NORTHAMPTON PHILIP DE EXECS OF			0.00	0.00						STERTEFORD NIC DE			0.00	0.00	CLERK	5.00					L	OFF&PROF	
189.00	124.00	373	MIDDX	COKES KATERINA LA			0.00	0.00						ELNESTOWE THOS DE	LONDON SUBURB	LONDON	531100.00	181700.00	VICAR ECC	2.00					E	LANDED	
190.00	125.00	374	KENT	HAYWARD PETER LE			0.00	0.00						MICHEL RIC	SARRE	KENT	625490.00	1649960.00		5.00							
191.00	125.00	374	KENT	HAYWARD PETER LE			0.00	0.00						FIGGE JOHN			0.00	0.00		5.00							
192.00	126.00	382	HERTS	SHENELEYE ROB LE			0.00	0.00						ST ALBANS ABBOT OF	ST ALBANS	HERTS	514600.00	207300.00		10.00							
193.00	127.00	383	YORKS	LASCY ROB DE			0.00	0.00						BEREWYK THOS DE	POCKLINGTON	YORKS	480300.00	449000.00		16.00							
194.00	127.00	383	YORKS	LASCY ROB DE			0.00	0.00						TESDALE JOHN DE	GREAT DRIFFIELD	YORKS	502200.00	458000.00		16.00							
195.00	127.00	383	YORKS	LASCY ROB DE			0.00	0.00						SOMERHEUSES PETER DE	GREAT DRIFFIELD	YORKS	502200.00	458000.00	VICAR ECC	10.67					E	LANDED	
196.00	127.00	383	YORKS	LASCY ROB DE			0.00	0.00						HUGATE WM DE	GREAT DRIFFIELD	YORKS	502200.00	458000.00		10.67							
197.00	127.00	383	YORKS	LASCY ROB DE			0.00	0.00						NORTHTHORP SIMON DE			0.00	0.00		6.67							
198.00	128.00	387	BUCKS	BLOUNT STEPHEN LE			0.00	0.00	CLERK					TOROLD ADAM	LITTLE BRICKHILL	BUCKS	491100.00	232400.00		4.00		L	OFF&PROF				
199.00	129.00	387	BUCKS	LEYE JOHN DE	KINGSTON	AMBIG	0.00	0.00						GIFFARD JOHN			0.00	0.00	CHIVALIER	40.00					L	LANDED	GENTRY
200.00	130.00	395	MIDDX	HERLESTON WM DE			0.00	0.00	CLERK					CLERK OSBERT LE	STAINES	MIDDX	503400.00	171500.00		2.50		L	OFF&PROF				
201.00	131.00	396	LONDON	NOTYNGHAM HUGH DE			0.00	0.00	CLERK					S PAULS D & C OF	LONDON	LONDON	531100.00	181700.00		18.00		L	OFF&PROF				
202.00	132.00	397	KENT	SOUTHATON JOHN FIL RIC	SWANTON	KENT	620000.00	158000.00						COKYN ALEX	CANTERBURY	KENT	615079.00	157510.00		26.67							
203.00	133.00	400	YORKS	REDNESSE WM DE	YORK	YORKS	460300.00	451200.00	MERCHANT					FAUCONBERG JOHN			0.00	0.00	CHIVALIER	20.00		L	M&CRAFT	MERCHANTS	L	LANDED	GENTRY
204.00	134.00	407	ESSEX	TILBERRY DAVID DE	LONDON	LONDON	531100.00	181700.00	SPICER					WALETON JOHN FIL SEWALLY DE EX			0.00	0.00		40.00		L	M&CRAFT	FOOD			
205.00	135.00	409	STAFFS	LEYCESTER THOS DE	CLIFTON CAMPVILLE	STAFFS	425000.00	310000.00	PARSON ECC					DERSTHULL GILBERT DE	TAMWORTH	STAFFS	420800.00	304100.00		70.00		E	LANDED				
206.00	136.00	410	MIDDX	PORKELE THOS DE	LONDON	LONDON	531100.00	181700.00	GOLDSMITH					FYRE ROB LE	LITTLETON	MIDDX	507100.00	168600.00	CHAPLAIN ECC	5.00		L	M&CRAFT	METALS PRECIOUS	E	LANDED	
207.00	136.00	410	MIDDX	PORKELE THOS DE	LONDON	LONDON	531100.00	181700.00	GOLDSMITH					LITLETON WM DE	LITTLETON	MIDDX	507100.00	168600.00		5.00		L	M&CRAFT	METALS PRECIOUS			
208.00	136.00	410	MIDDX	PORKELE THOS DE	LONDON	LONDON	531100.00	181700.00	GOLDSMITH					MESSAGER ROGER LE	LITTLETON	MIDDX	507100.00	168600.00		5.00		L	M&CRAFT	METALS PRECIOUS			
209.00	137.00	421	ESSEX	MONGER ANDREW, GILES LE			0.00	0.00						DUNMOWE JOHN DE	BOCKING	ESSEX	576100.00	224200.00		3.50							
210.00	137.00	421	ESSEX	MONGER ANDREW, GILES LE			0.00	0.00						FRERE NIC	BOCKING	ESSEX	576100.00	224200.00		5.00							
211.00	137.00	421	ESSEX	MONGER ANDREW, GILES LE			0.00	0.00						WEGH ROB	MALDON	ESSEX	584930.00	207020.00		6.50							
212.00	138.00	423	KENT	WYGOD HENRY	SANDWICH	KENT	633049.00	157890.00						FEROUR JOHN	THANET ISLE OF	KENT	630650.00	167370.00		39.00							
213.00	139.00	427	YORKS	SIGESWICK WM DE EXECS OF			0.00	0.00						SALE ROGER DE LA	HORTON	AMBIG	0.00	0.00		26.67							
214.00	140.00	432	LONDON	ISHAM THOS DE	LONDON	LONDON	531100.00	181700.00	PARSON ECC					BASTARD JOHN	STANWAY	AMBIG	0.00	0.00		5.00		E	LANDED				
215.00	141.00	433	KENT	WYNNEFERTHYNG THOS			0.00	0.00						BAYLE ELIAS LE	WINGHAM	KENT	624240.00	157380.00		6.67							
216.00	141.00	433	KENT	WYNNEFERTHYNG THOS			0.00	0.00						STROPHAM RIC DE	STOURMOUTH	KENT	625000.00	162000.00		6.67							
217.00	141.00	433	KENT	WYNNEFERTHYNG THOS			0.00	0.00						BERNARD RIC	WINGHAM	KENT	624240.00	157380.00		4.00							
218.00	142.00	433	KENT	CAMERWELL ROB DE			0.00	0.00						BRAMPTON WM FIL WM DE			0.00	0.00		13.00							
219.00	143.00	435	LONDON	KYRKEBY ELENA DE			0.00	0.00						HOCOT RIC DE	LAINDON	ESSEX	568800.00	189500.00	PARSON ECC	20.00					E	LANDED	
220.00	144.00	446	HERTS	SULVESON HENRY	BUCKINGHAM	BUCKS	469400.00	233800.00	MERCHANT					TANNER WM	HITCHIN	HERTS	518500.00	229200.00	MERCHANT	69.50		L	M&CRAFT	MERCHANTS	L	M&CRAFT	MERCHANTS
221.00	144.00	446	HERTS	SULVESON HENRY	BUCKINGHAM	BUCKS	469400.00	233800.00	MERCHANT					PERSEVAL IVENE	ST ALBANS	HERTS	514600.00	207300.00	MERCHANT	69.50		L	M&CRAFT	MERCHANTS	L	M&CRAFT	MERCHANTS
222.00	145.00	448	BEDS	CANE RIC DE			0.00	0.00						PRENTYS JOHN	BEDFORD	BEDS	504900.00	249700.00		20.00							
223.00	145.00	448	BEDS	CANE RIC DE			0.00	0.00						COK HUGH ATTE			0.00	0.00		20.00							
224.00	146.00	3D	YORKS	YARWELL WALTER DE EXECS OF			0.00	0.00						THORNTON HENRY DE		YORKS	0.00	0.00	SPICER	6.67					L	M&CRAFT	FOOD
225.00	147.00	5D	HERTS	NORTON RIC DE			0.00	0.00						GODMAN SIMON	HODDESDON	HERTS	537300.00	209000.00		4.00							
226.00	147.00	5D	HERTS	NORTON RIC DE			0.00	0.00						STOKLE GALF LE	THORLEY	HERTS	436700.00	89200.00		5.33							
227.00	148.00	5D	ESSEX	PERERS RIC DE			0.00	0.00	CHIVALIER					WYNE JOHN	CHELMSFORD	ESSEX	570800.00	206900.00		30.00		L	LANDED	GENTRY			
228.00	148.00	5D	ESSEX	PERERS RIC DE			0.00	0.00	CHIVALIER					HOUSEBOND HENRY	LONDON	LONDON	531100.00	181700.00	CORNMONGER	30.00		L	LANDED	GENTRY	L	M&CRAFT	FOOD
229.00	148.00	5D	ESSEX	PERERS RIC DE			0.00	0.00	CHIVALIER					WYCOMBE THOS DE	LONDON	LONDON	531100.00	181700.00	CORNMONGER	30.00		L	LANDED	GENTRY	L	M&CRAFT	FOOD
230.00	149.00	6D	BERKS	CHELMERFORD JOHN DE	STANFORD AMBIG	BERKS	0.00	0.00	PARSON ECC					DYBEL RIC			0.00	0.00		26.67		E	LANDED				
231.00	150.00	8D	LONDON	LYNLEYE ROB DE			0.00	0.00						CHEDDESWORTH THOS DE			0.00	0.00	CLERK	20.00					L	OFF&PROF	
232.00	151.00	11D	LONDON	COK THOS	LONDON	LONDON	531100.00	181700.00	MERCHANT	SWANLOND SIMON DE	LONDON	LONDON	MERCHANT	KYNELEYE JOHN DE	LUTON	BEDS	509000.00	221200.00	PARSON ECC	17.33		L	M&CRAFT	MERCHANTS	E	LANDED	
233.00	152.00	11D	LONDON	FARLYNGTON ALIANORA DE			0.00	0.00						SEMAN WM			0.00	0.00	TANNER	10.00					L	M&CRAFT	LEATHER & SKINS
234.00	153.00	11D	LONDON	S OSITHA HENRY DE	LONDON	LONDON	531100.00	181700.00						CROUCHE JOHN ATTE	KINGSTON UPON THAMES	SURREY	517900.00	169300.00		2.00							
235.00	154.00	11D	MIDDX	HOLY TRINITY PRIOR OF	LONDON	LONDON	531100.00	181700.00	PRIOR ECC					HEYDON HUGH DE			0.00	0.00		5.63		E	LANDED				
236.00	155.00	13D	BUCKS	ROKELE PETER FIL EUSTACH DE LA			0.00	0.00						HOSPITAL S JOHN MASTER OF	OXFORD	OXON	451470.00	206269.00		38.67							
237.00	155.00	13D	BUCKS	ROKELE PETER FIL EUSTACH DE LA			0.00	0.00						WYDYNGTON WM DE			0.00	0.00		2.00							
238.00	155.00	13D	BUCKS	ROKELE PETER FIL EUSTACH DE LA			0.00	0.00						MARE WM FIL DAVID DE LA	LUDGERSHALL	BUCKS	466000.00	217200.00		2.50							
239.00	155.00	13D	BUCKS	ROKELE PETER FIL EUSTACH DE LA			0.00	0.00						MARE ROB FIL DAVID DE LA	LUDGERSHALL	BUCKS	466000.00	217200.00		2.50							
240.00	155.00	13D	BUCKS	ROKELE PETER FIL EUSTACH DE LA			0.00	0.00						GIFFARD JOHN	TWYFORD	BUCKS	432800.00	328600.00		6.67							
241.00	156.00	14D	KENT	CHRIST CHURCH PRIOR OF	CANTERBURY	KENT	615079.00	157510.00	PRIOR ECC					VALTYNES WARE DE			0.00	0.00		9.00		E	LANDED				
242.00	157.00	14D	KENT	CRUCE MARGERIE DE			0.00	0.00						OSPRINGE ROB DE			0.00	0.00		3.00	E1						
243.00	158.00	14D	KENT	GRANDISSONO OTTO DE			0.00	0.00						S OSITHA HENRY DE			0.00	0.00		2.50							
244.00	158.00	14D	KENT	GRANDISSONO OTTO DE			0.00	0.00						BYKENORE JOHN DE	DARTFORD	KENT	553801.00	174040.00		2.50							
245.00	159.00	20D	BERKS	WODE ROGER & ELENA ATTE			0.00	0.00						DURAUNT JOHN FIL JOHN	NEWNHAM MURREN	OXON	461100.00	188600.00		13.33							
246.00	160.00	20D	BERKS	YNGE JOHN LE	SOUTH MORETON	BERKS	456000.00	188200.00						TARENT JOHN & ELISEAM			0.00	0.00		3.33							
247.00	161.00	22D	LONDON	BERE M. ROGER DE LA EXECS OF			0.00	0.00	CLERK					WYNTON JOHN DE	EAST GRINSTEAD	SUSSEX	539700.00	138000.00	PARSON ECC	20.00		L	OFF&PROF		E	LANDED	
248.00	162.00	22D	LONDON	COKE THOS	LONDON	LONDON	531100.00	181700.00	MERCHANT	SWANLOND SIMON DE	LONDON	LONDON	MERCHANT	HOO WM DE			0.00	0.00	CLERK	12.00		L	M&CRAFT	MERCHANTS	L	OFF&PROF	
249.00	163.00	25D	ESSEX	CHAUMBRE JOHN DE LA	LONDON	LONDON	531100.00	181700.00	CORNMONGER					PRYTLEWELL JOHN DE	WARLEY GREAT	ESSEX	559700.00	188400.00	PARSON ECC	3.33		L	M&CRAFT	FOOD	E	LANDED	
250.00	164.00	25D	ESSEX	BANDEWYNNE JOHN	BARLING	ESSEX	593200.00	189800.00						LODEWYK WM LE			0.00	0.00	CHIVALIER	25.60					L	LANDED	GENTRY
251.00	165.00	25D	ESSEX	SUTTON JOHN DE			0.00	0.00						BIGGE WM	BENTLEY	ESSEX	612000.00	225000.00		10.00							
252.00	165.00	25D	ESSEX	SUTTON JOHN DE			0.00	0.00						KETEL JOHN			0.00	0.00		10.00							
253.00	165.00	25D	ESSEX	SUTTON JOHN DE			0.00	0.00						ADAM JOHN	ELMSTEAD	ESSEX	606500.00	226000.00		10.00							
254.00	166.00	27D	KENT	OXON JOHN DE	LONDON	LONDON	531100.00	181700.00	VINTNER					GYLYNGHAM THOS DE			0.00	0.00		13.33		L	M&CRAFT	DRINK			
255.00	167.00	27D	KENT	OXON JOHN DE	LONDON	LONDON	531100.00	181700.00	VINTNER					GYLYNGHAM THOS DE			0.00	0.00		6.00		L	M&CRAFT	DRINK			
256.00	168.00	30D	HERTS	BOTELER RALPH LE	BALDOCK	HERTS	524300.00	233900.00						TRAILY THOS			0.00	0.00	PARSON ECC	10.00					E	LANDED	
257.00	169.00	30D	HERTS	ADAM	NEWNHAM BY BALDOCK	HERTS	524300.00	233900.00	VICAR ECC					TAVENER WM	HITCHIN	HERTS	518500.00	229200.00		133.33		E	LANDED				
258.00	169.00	30D	HERTS	ADAM	NEWNHAM BY BALDOCK	HERTS	524300.00	233900.00	VICAR ECC					PERTINELL IVON			0.00	0.00		133.33		E	LANDED				
259.00	170.00	39D	ESSEX	WALEYS AUGUSTINE LE	UXBRIDGE	MIDDX	505500.00	184100.00						LYECE JOHN	HARLOW	ESSEX	547100.00	211500.00	BUTCHER	20.00					L	M&CRAFT	FOOD
260.00	171.00	41D	YORKS	THORNTON WM DE			0.00	0.00						TYNNER JOHN LE	TERRINGTON	YORKS	467000.00	470000.00		40.00							
261.00	171.00	41D	YORKS	THORNTON WM DE			0.00	0.00						TYNERYNGTON WM FIL STEPHEN DE	TERRINGTON	YORKS	467000.00	470000.00		40.00							
262.00	172.00	41D	YORKS	RYPLYNGHAM M ROB DE	YORK	YORKS	460300.00	451200.00	CHANCELLOR ECC					RIEVAULX  ABBOT OF	RIEVAULX	YORKS	457000.00	485000.00	ABBOT ECC	11.00		E	LANDED		E	LANDED	
263.00	173.00	48D	LONDON	DOSINHOM JOHN DE			0.00	0.00	MERCHANT					HEFORD SIMON DE			0.00	0.00		18.00		L	M&CRAFT	MERCHANTS			
264.00	174.00	52D	ESSEX	SPARK WM EXECS OF	LONDON	LONDON	531100.00	181700.00	DRAPER					BELHOUS THOS FIL JOHN DE			0.00	0.00		13.22		L	M&CRAFT	TEXTILE DISTRIB			
265.00	174.00	52D	ESSEX	SPARK WM EXECS OF	LONDON	LONDON	531100.00	181700.00	DRAPER					BASTARD RIC	STANWAY	ESSEX	594000.00	224300.00		63.83		L	M&CRAFT	TEXTILE DISTRIB			
266.00	174.00	52D	ESSEX	SPARK WM EXECS OF	LONDON	LONDON	531100.00	181700.00	DRAPER					WALEYS RIC LE			0.00	0.00		45.50		L	M&CRAFT	TEXTILE DISTRIB			
267.00	174.00	52D	ESSEX	SPARK WM EXECS OF	LONDON	LONDON	531100.00	181700.00	DRAPER					WALCOT RALPH DE	LONDON	LONDON	531100.00	181700.00	DRAPER	46.65		L	M&CRAFT	TEXTILE DISTRIB	L	M&CRAFT	TEXTILE DISTRIB
268.00	174.00	52D	ESSEX	SPARK WM EXECS OF	LONDON	LONDON	531100.00	181700.00	DRAPER					MANDEVILLE WALTER DE			0.00	0.00		2.50		L	M&CRAFT	TEXTILE DISTRIB			
269.00	174.00	52D	ESSEX	SPARK WM EXECS OF	LONDON	LONDON	531100.00	181700.00	DRAPER					BALLIF HUGH LE	GREAT DUNMOW	ESSEX	562900.00	223000.00		2.50		L	M&CRAFT	TEXTILE DISTRIB			
270.00	175.00	55D	OXON	STALAKE JOHN EXECS OF	WITNEY	OXON	435600.00	209200.00						DURHURST PRIOR OF	DEERHURST	GLOUCS	387000.00	229000.00	PRIOR ECC	160.00					E	LANDED	
271.00	176.00	58D	SURREY	STERRE NIC & MARGARET			0.00	0.00						TANGELE THOS FIL ARNALD DE			0.00	0.00		26.67							
272.00	177.00	58D	KENT	SELLYNGE JOHN DE			0.00	0.00						BURGES JOHN DE	UPPER HARDRES	KENT	615000.00	150000.00	PARSON ECC	6.67					E	LANDED	
273.00	178.00	60D	STAFFS	WARE PRIOR OF	WARE	HERTS	535700.00	214500.00	PRIOR ECC					TOUK ROB			0.00	0.00	CHIVALIER	2.80		E	LANDED		L	LANDED	GENTRY
274.00	179.00	60D	STAFFS	WYCHIFORD ROGER DE			0.00	0.00	MERCHANT					BRID ROB	ORSLOW IN BLYMHILL	STAFFS	380800.00	312200.00		15.00	H3	L	M&CRAFT	MERCHANTS			
275.00	179.00	60D	STAFFS	WYCHIFORD ROGER DE			0.00	0.00	MERCHANT					BRINSCOTE WM	ORSLOW IN BLYMHILL	STAFFS	380800.00	312200.00		15.00	H3	L	M&CRAFT	MERCHANTS			
276.00	180.00	62D	YORKS	HOSPITAL S. LEONARDS MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					SLEGHT WM	WHARRAM LE STREET	YORKS	486530.00	465920.00		3.33		E	LANDED				
277.00	180.00	62D	YORKS	HOSPITAL S. LEONARDS MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					WAGHEN WM DE	WHARRAM LE STREET	YORKS	486530.00	465920.00		3.33		E	LANDED				
278.00	180.00	62D	YORKS	HOSPITAL S. LEONARDS MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					THURSGERLAUNDE RIC DE	WHARRAM LE STREET	YORKS	486530.00	465920.00		3.33		E	LANDED				
279.00	180.00	62D	YORKS	HOSPITAL S. LEONARDS MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					WARDE RIC	WHARRAM LE STREET	YORKS	486530.00	465920.00		3.33		E	LANDED				
280.00	180.00	62D	YORKS	HOSPITAL S. LEONARDS MASTER OF	YORK	YORKS	460300.00	451200.00	MASTER OF HOSPITAL ECC					YAPTON IVON DE	WHARRAM LE STREET	YORKS	486530.00	465920.00		3.33		E	LANDED				
